word,Frequency,class_label
as,"	373",4
ashgtvd,"	1",4
ask,"	1",4
asked,"	1",4
asking,"	2",4
asm,"	1",4
aspect,"	1",4
aspects,"	23",4
aspire,"	1",4
aspx,"	5",4
assembled,"	1",4
assertion,"	1",4
asserts,"	1",4
assess,"	6",4
assessing,"	1",4
assessment,"	3",4
assign,"	1",4
assigning,"	1",4
assignment,"	2",4
assist,"	2",4
associated,"	10",4
association,"	2",4
associative,"	2",4
assume,"	1",4
assumed,"	3",4
assumes,"	1",4
assuming,"	1",4
assumption,"	1",4
assumptions,"	7",4
asterism,"	1",4
asteroids,"	2",4
astrobiology,"	1",4
astrologer,"	1",4
astronautical,"	2",4
astronomer,"	9",4
astronomers,"	2",4
astronomical,"	2",4
astronomy,"	20",4
astrophysics,"	2",4
at,"	75",4
athletes,"	1",4
athletic,"	1",4
atic,"	1",4
atmosphere,"	13",4
atmospheric,"	2",4
atomic,"	7",4
atoms,"	3",4
atrocities,"	1",4
attached,"	1",4
attachment,"	1",4
attain,"	2",4
attempt,"	4",4
attempted,"	2",4
attempting,"	1",4
attempts,"	4",4
attention,"	1",4
attested,"	1",4
attitudes,"	2",4
attributable,"	1",4
attributed,"	3",4
attributes,"	1",4
au,"	4",4
auction,"	1",4
audiences,"	1",4
audio,"	1",4
audioenglish,"	1",4
augmenting,"	1",4
author,"	54",4
author2,"	7",4
author3,"	3",4
author4,"	1",4
authoritarian,"	1",4
authorities,"	3",4
authority,"	3",4
authorlink,"	14",4
authorlink1,"	2",4
authors,"	2",4
automata,"	1",4
autonomy,"	1",4
availability,"	1",4
available,"	9",4
avans,"	1",4
aventurescence,"	1",4
average,"	2",4
averaged,"	1",4
avoid,"	1",4
avoids,"	3",4
awaken,"	1",4
awakens,"	1",4
award,"	1",4
awarded,"	2",4
awards,"	3",4
axiom,"	1",4
axis,"	1",4
b,"	2",4
babble,"	1",4
babies,"	2",4
baby,"	3",4
bachelors,"	1",4
back,"	4",4
backbone,"	3",4
backer,"	1",4
background,"	2",4
bacteria,"	1",4
bad,"	2",4
badly,"	2",4
baffle,"	1",4
bakelite,"	1",4
balance,"	2",4
balanced,"	1",4
ball,"	4",4
ballistics,"	1",4
bandwidth,"	4",4
banking,"	1",4
barry,"	1",4
base,"	1",4
based,"	32",4
bases,"	2",4
basic,"	25",4
basins,"	2",4
basis,"	5",4
batch,"	1",4
battery,"	1",4
bayesianism,"	1",4
bbc,"	7",4
be,"	133",4
bear,"	1",4
bearing,"	1",4
bears,"	1",4
beat,"	2",4
beaten,"	1",4
beating,"	2",4
beauty,"	2",4
became,"	6",4
because,"	6",4
become,"	6",4
bed,"	1",4
been,"	33",4
beer,"	1",4
beetles,"	1",4
before,"	11",4
began,"	9",4
begin,"	3",4
beginning,"	3",4
beginnings,"	2",4
begins,"	1",4
begun,"	2",4
behalf,"	2",4
behave,"	1",4
behavior,"	53",4
behavioral,"	6",4
behaviors,"	11",4
behaviour,"	9",4
behaviours,"	2",4
behind,"	4",4
being,"	36",4
beings,"	6",4
belief,"	4",4
beliefs,"	3",4
believe,"	4",4
believed,"	2",4
believes,"	1",4
below,"	5",4
benefit,"	4",4
benign,"	1",4
ber,"	2",4
berkeley,"	3",4
best,"	9",4
better,"	10",4
between,"	68",4
beverages,"	1",4
beyond,"	10",4
bgcolor,"	1",4
bias,"	7",4
biased,"	1",4
biases,"	2",4
bibcode,"	1",4
bilinear,"	1",4
billion,"	2",4
billions,"	1",4
binary,"	2",4
bioastronomy,"	1",4
biochemical,"	4",4
biochemist,"	2",4
biochemistry,"	11",4
biocultural,"	1",4
biofacts,"	1",4
biogeochemistrySeamount,"	1",4
biography,"	1",4
bioinfo,"	1",4
bioinfo321,"	1",4
bioinformatics,"	1",4
biological,"	37",4
biologist,"	5",4
biologists,"	1",4
biology,"	65",4
biomedical,"	2",4
biomedicine,"	1",4
biomickwatson,"	1",4
bionerd,"	2",4
biophysics,"	3",4
bioprocesses,"	1",4
bioproducts,"	1",4
bioscience,"	2",4
biosphere,"	2",4
biota,"	1",4
biotechnology,"	3",4
birds,"	2",4
birth,"	2",4
bites,"	1",4
bitstream,"	1",4
bl,"	2",4
black,"	4",4
blessed,"	1",4
blinded,"	1",4
blockquote,"	10",4
blocks,"	1",4
blogs,"	3",4
blown,"	1",4
blue,"	1",4
board,"	2",4
boarding,"	1",4
boats,"	1",4
bodies,"	13",4
body,"	16",4
bonds,"	1",4
book,"	73",4
books,"	36",4
border,"	1",4
born,"	2",4
botanist,"	1",4
botany,"	2",4
botched,"	1",4
both,"	28",4
bound,"	3",4
boundaries,"	1",4
boundary,"	3",4
bounded,"	1",4
box,"	2",4
boxes,"	4",4
boxplot,"	1",4
boys,"	3",4
br,"	6",4
brackish,"	2",4
brain,"	5",4
branch,"	144",4
branches,"	14",4
branching,"	1",4
brand,"	1",4
breadth,"	2",4
breadths,"	1",4
breakage,"	1",4
breakdown,"	1",4
breakthrough,"	1",4
breeding,"	2",4
bridge,"	1",4
bridges,"	1",4
brilliantly,"	1",4
bring,"	1",4
britannica,"	1",4
broad,"	12",4
broadcast,"	1",4
broadcasting,"	1",4
broader,"	3",4
bronze,"	2",4
brother,"	2",4
brought,"	1",4
bruce,"	1",4
bu,"	2",4
budget,"	3",4
build,"	3",4
building,"	5",4
buildings,"	6",4
builds,"	2",4
built,"	4",4
bulk,"	1",4
bullet,"	1",4
bureaucratic,"	1",4
burgeoning,"	1",4
burning,"	1",4
business,"	6",4
businesses,"	1",4
but,"	43",4
butterflies,"	4",4
butterfly,"	1",4
buy,"	1",4
buying,"	3",4
by,"	199",4
c,"	5",4
c1984,"	1",4
c7,"	1",4
c7s2,"	1",4
ca,"	1",4
cable,"	20",4
cable9andpn3b,"	1",4
cabled,"	16",4
cables,"	11",4
cache,"	1",4
cached,"	1",4
cage,"	1",4
calculate,"	1",4
calculated,"	1",4
calculation,"	1",4
calculations,"	3",4
calculator,"	1",4
calculus,"	4",4
calendar,"	1",4
calendars,"	1",4
called,"	29",4
caltech,"	1",4
calteches,"	1",4
cam,"	1",4
cambridge,"	1",4
came,"	3",4
cameras,"	2",4
campaign,"	2",4
can,"	64",4
canals,"	1",4
cancer,"	1",4
candle,"	1",4
cannibalism,"	1",4
cannot,"	3",4
capabilities,"	1",4
capability,"	2",4
capable,"	5",4
capacity,"	3",4
capital,"	4",4
capitalism,"	1",4
capture,"	2",4
carbon,"	4",4
care,"	11",4
career,"	1",4
careers,"	1",4
careful,"	4",4
carefully,"	2",4
cargo,"	2",4
cargocultscience,"	1",4
carried,"	5",4
carrying,"	1",4
cartography,"	2",4
cartoons,"	1",4
case,"	6",4
cases,"	8",4
cast,"	2",4
categories,"	3",4
categorized,"	1",4
category,"	2",4
cater,"	1",4
causal,"	6",4
causality,"	3",4
causation,"	1",4
cause,"	10",4
caused,"	3",4
causes,"	9",4
caveats,"	1",4
cavitation,"	1",4
cavity,"	1",4
cba,"	1",4
ccpy,"	1",4
ccvii,"	1",4
celestial,"	10",4
cell,"	4",4
cells,"	3",4
cellular,"	1",4
center,"	8",4
centered,"	1",4
centers,"	1",4
central,"	6",4
centrally,"	1",4
centre,"	1",4
centred,"	1",4
centric,"	1",4
centuries,"	8",4
century,"	33",4
ceoas,"	1",4
certain,"	16",4
certainties,"	3",4
certainty,"	3",4
ceteris,"	1",4
cfm,"	1",4
cgi,"	3",4
ch,"	2",4
chain,"	1",4
challenge,"	1",4
challenges,"	2",4
chamber,"	3",4
chance,"	2",4
change,"	17",4
changed,"	4",4
changes,"	27",4
changing,"	5",4
channel,"	3",4
channels,"	1",4
chapter,"	6",4
character,"	3",4
characteristic,"	1",4
characteristics,"	6",4
characterized,"	3",4
characterizing,"	1",4
charge,"	1",4
charged,"	2",4
chart,"	3",4
charting,"	1",4
chatoyancy,"	1",4
check,"	1",4
cheese,"	1",4
chemical,"	50",4
chemicals,"	4",4
chemist,"	6",4
chemistry,"	81",4
chemists,"	1",4
chief,"	1",4
child,"	18",4
childbirth,"	1",4
childcare,"	1",4
childhod,"	1",4
childhood,"	12",4
childrearing,"	10",4
children,"	16",4
childrens,"	4",4
childs,"	1",4
chindex,"	1",4
chip,"	1",4
choice,"	2",4
choose,"	1",4
chosen,"	1",4
chunk,"	1",4
church,"	1",4
ci,"	1",4
ciphers,"	1",4
circuits,"	2",4
circumcision,"	1",4
circumstance,"	1",4
cit,"	1",4
citation,"	2",4
citations,"	12",4
cite,"	141",4
cited,"	8",4
cites,"	1",4
cities,"	1",4
citizens,"	2",4
citizenship,"	1",4
civil,"	6",4
civilian,"	1",4
civilization,"	3",4
civilizations,"	1",4
clades,"	1",4
claim,"	9",4
claimed,"	6",4
claiming,"	1",4
claims,"	5",4
clash,"	1",4
class,"	7",4
classes,"	4",4
classic,"	1",4
classical,"	9",4
classically,"	1",4
classification,"	6",4
classified,"	4",4
classifies,"	1",4
classifying,"	2",4
classroom,"	3",4
classrooms,"	1",4
clean,"	2",4
clear,"	2",4
clearly,"	2",4
clients,"	1",4
climate,"	3",4
climb,"	1",4
clinical,"	7",4
clinics,"	1",4
cliospsyche,"	4",4
close,"	3",4
closed,"	1",4
closely,"	4",4
clues,"	1",4
clumping,"	1",4
clusters,"	1",4
cmj,"	1",4
cmu,"	1",4
co,"	9",4
coal,"	2",4
coast,"	7",4
coastal,"	4",4
coauthors,"	1",4
cockpits,"	1",4
code,"	3",4
codes,"	2",4
codified,"	1",4
coefficient,"	1",4
coexist,"	1",4
cognition,"	3",4
cognitive,"	6",4
coincided,"	1",4
coined,"	4",4
collaboration,"	2",4
collapsed,"	1",4
collapsing,"	1",4
colleagues,"	1",4
collect,"	3",4
collected,"	3",4
collecting,"	3",4
collection,"	19",4
collections,"	4",4
collective,"	2",4
collectively,"	2",4
colloquial,"	1",4
colloquially,"	2",4
color,"	2",4
colouring,"	1",4
columbia,"	1",4
columency,"	1",4
column,"	5",4
com,"	81",4
combination,"	4",4
combinatorial,"	1",4
combine,"	1",4
combined,"	2",4
combines,"	4",4
combining,"	3",4
combustion,"	1",4
come,"	3",4
comes,"	4",4
comets,"	2",4
coming,"	1",4
command,"	2",4
commercial,"	5",4
commercialisation,"	1",4
commercials,"	1",4
commitments,"	1",4
committee,"	1",4
common,"	12",4
commonly,"	11",4
commonplace,"	1",4
communal,"	1",4
communicate,"	8",4
communicating,"	2",4
communication,"	8",4
communications,"	8",4
communities,"	10",4
community,"	23",4
commutative,"	2",4
companies,"	2",4
companion,"	2",4
comparable,"	1",4
comparative,"	2",4
compared,"	1",4
compares,"	5",4
comparing,"	4",4
comparison,"	2",4
compass,"	1",4
compatible,"	2",4
competing,"	2",4
competitive,"	2",4
compilation,"	1",4
compile,"	1",4
complementary,"	1",4
complete,"	4",4
completed,"	2",4
completely,"	1",4
completeness,"	1",4
completing,"	1",4
completion,"	3",4
complex,"	16",4
complexity,"	3",4
compliance,"	1",4
component,"	7",4
components,"	13",4
composed,"	3",4
composition,"	9",4
compositions,"	1",4
compound,"	1",4
compounds,"	6",4
comprehend,"	2",4
comprehension,"	1",4
comprehensive,"	1",4
comprehensiveness,"	1",4
compression,"	1",4
comprised,"	1",4
comprises,"	1",4
comprising,"	1",4
compulsory,"	1",4
computable,"	2",4
computation,"	11",4
computational,"	8",4
computationally,"	1",4
computations,"	2",4
computed,"	1",4
computer,"	61",4
computers,"	9",4
computing,"	17",4
conceivably,"	1",4
concentration,"	3",4
concentrations,"	1",4
concept,"	8",4
conception,"	1",4
concepts,"	17",4
conceptual,"	3",4
concern,"	3",4
concerned,"	69",4
concerning,"	5",4
concerns,"	5",4
concert,"	1",4
conclusion,"	4",4
conclusions,"	2",4
concomitant,"	1",4
concurrency,"	1",4
concurrently,"	1",4
condemnation,"	1",4
condensed,"	2",4
condition,"	1",4
conditional,"	1",4
conditions,"	14",4
conduct,"	6",4
conducted,"	1",4
conducting,"	1",4
conductor,"	2",4
conf,"	1",4
confines,"	1",4
confirm,"	1",4
confirmation,"	2",4
confirmed,"	1",4
confirming,"	3",4
conflict,"	5",4
conflicts,"	2",4
conforms,"	1",4
connect,"	1",4
connected,"	5",4
connecting,"	1",4
connection,"	2",4
connections,"	1",4
connectors,"	1",4
connects,"	2",4
conquering,"	1",4
conscientious,"	1",4
consciousness,"	3",4
consensibility,"	2",4
consensus,"	2",4
consequence,"	2",4
consequences,"	2",4
conservation,"	2",4
consider,"	4",4
considerable,"	2",4
considerably,"	1",4
consideration,"	1",4
considered,"	18",4
considers,"	2",4
consilience,"	1",4
consist,"	1",4
consistent,"	5",4
consisting,"	2",4
consists,"	4",4
conspecific,"	1",4
constant,"	3",4
constantly,"	1",4
constants,"	1",4
constituent,"	1",4
constituents,"	1",4
constitute,"	2",4
constituted,"	1",4
constitutes,"	2",4
constituting,"	1",4
constraints,"	1",4
construct,"	2",4
constructed,"	4",4
constructing,"	2",4
construction,"	14",4
constructive,"	2",4
consumer,"	1",4
consumption,"	4",4
contact,"	2",4
contain,"	1",4
containing,"	1",4
contains,"	5",4
contaminated,"	1",4
contemplation,"	1",4
contemporary,"	3",4
contended,"	1",4
content,"	8",4
contents,"	3",4
contested,"	1",4
context,"	9",4
contexts,"	1",4
continent,"	2",4
continue,"	2",4
continued,"	3",4
continues,"	1",4
continuing,"	2",4
continuous,"	3",4
continuously,"	1",4
contracts,"	2",4
contractual,"	1",4
contrary,"	3",4
contrast,"	6",4
contrasted,"	3",4
contrasting,"	1",4
contrasts,"	1",4
contribute,"	3",4
contributed,"	2",4
contributes,"	1",4
contribution,"	1",4
contributions,"	2",4
control,"	18",4
controlled,"	5",4
controller,"	1",4
controlling,"	1",4
controversial,"	5",4
controversies,"	1",4
controversy,"	2",4
convention,"	2",4
conventional,"	4",4
conventions,"	1",4
convergence,"	2",4
conversely,"	1",4
convert,"	1",4
converted,"	1",4
converting,"	2",4
convex,"	2",4
conviction,"	2",4
cooking,"	2",4
cooperation,"	2",4
coordinated,"	1",4
coordinates,"	1",4
coordinating,"	2",4
coordination,"	1",4
copper,"	1",4
core,"	2",4
corporations,"	3",4
corporis,"	1",4
correct,"	2",4
correcting,"	1",4
correctness,"	1",4
correlation,"	2",4
corroborates,"	1",4
corrosion,"	1",4
cosmetics,"	1",4
cosmic,"	3",4
cosmologist,"	1",4
cosmology,"	3",4
cosmos,"	1",4
cost,"	7",4
could,"	13",4
counseling,"	3",4
counselor,"	1",4
countable,"	1",4
countably,"	1",4
countering,"	1",4
countries,"	9",4
country,"	1",4
countrys,"	1",4
coupled,"	1",4
coupling,"	1",4
course,"	10",4
courses,"	1",4
courtroom,"	2",4
courts,"	1",4
cover,"	4",4
coverage,"	1",4
covering,"	2",4
covers,"	5",4
cplaws,"	1",4
crab,"	1",4
crabandpn1c,"	1",4
cracking,"	1",4
crackpot,"	1",4
craft,"	4",4
create,"	6",4
created,"	10",4
creates,"	2",4
creating,"	1",4
creation,"	7",4
creationism,"	1",4
creative,"	2",4
creativescience,"	1",4
creativity,"	1",4
credibility,"	2",4
credible,"	1",4
credit,"	2",4
credits,"	1",4
credoreference,"	2",4
crew,"	1",4
crews,"	2",4
crime,"	2",4
criminal,"	7",4
criteria,"	4",4
criterion,"	1",4
critical,"	9",4
criticism,"	8",4
criticize,"	1",4
criticized,"	5",4
criticizes,"	1",4
critique,"	1",4
critiques,"	1",4
crocodilians,"	1",4
crop,"	1",4
crops,"	1",4
cross,"	3",4
crossroad,"	1",4
crshalizi,"	1",4
crsinven,"	1",4
crude,"	1",4
cruises,"	1",4
crust,"	1",4
crustacean,"	1",4
cryogenics,"	1",4
cryptography,"	2",4
crystal,"	2",4
crystallography,"	1",4
cscs,"	1",4
ct,"	2",4
cubit,"	1",4
cubits,"	2",4
cult,"	2",4
cultivation,"	5",4
cultural,"	15",4
culture,"	10",4
cultures,"	10",4
cure,"	1",4
curiosity,"	2",4
current,"	7",4
currently,"	1",4
currents,"	2",4
custom,"	3",4
customs,"	2",4
cut,"	1",4
cutting,"	2",4
cwp,"	1",4
cyberinfrastructure,"	1",4
cybernetic,"	1",4
cybernetics,"	11",4
cycle,"	4",4
cycles,"	2",4
cyclic,"	2",4
d,"	1",4
da,"	1",4
daily,"	1",4
dailyuw,"	1",4
damage,"	1",4
dams,"	1",4
danger,"	1",4
dangerous,"	1",4
dangers,"	1",4
data,"	57",4
database,"	5",4
databases,"	2",4
datasets,"	1",4
date,"	74",4
dated,"	1",4
dates,"	3",4
dating,"	1",4
dawned,"	1",4
day,"	8",4
de,"	13",4
deMause,"	21",4
deMauses,"	2",4
dead,"	4",4
deadlines,"	1",4
deal,"	4",4
dealing,"	22",4
deals,"	32",4
death,"	2",4
debate,"	2",4
debates,"	2",4
decades,"	3",4
deceased,"	1",4
december,"	1",4
decision,"	11",4
decisions,"	13",4
decline,"	1",4
declines,"	1",4
decrease,"	1",4
decreased,"	1",4
dedicated,"	5",4
deducing,"	1",4
deductive,"	5",4
deemed,"	1",4
deep,"	10",4
deeply,"	1",4
deepwaterbuoyancy,"	1",4
default,"	1",4
defence,"	2",4
defensive,"	1",4
defiance,"	1",4
defies,"	1",4
define,"	2",4
defined,"	9",4
defines,"	1",4
defining,"	1",4
definition,"	7",4
definitions,"	4",4
deformations,"	2",4
defy,"	1",4
degradation,"	2",4
degree,"	1",4
degrees,"	7",4
dei,"	2",4
del,"	1",4
delegation,"	1",4
deletion,"	1",4
deliberate,"	1",4
deliberately,"	3",4
delightful,"	1",4
deliver,"	1",4
delivers,"	1",4
delivery,"	1",4
dem,"	1",4
demand,"	1",4
demanding,"	2",4
demarcation,"	1",4
democratic,"	1",4
demography,"	1",4
demonstrate,"	3",4
demonstrates,"	2",4
demonstrating,"	1",4
demonstration,"	4",4
demonstrationclassroom,"	1",4
demonstrations,"	2",4
demonstrative,"	1",4
denial,"	1",4
denied,"	1",4
denote,"	1",4
denotes,"	1",4
dentistry,"	1",4
departments,"	2",4
depend,"	1",4
dependable,"	1",4
dependence,"	2",4
dependent,"	3",4
depending,"	1",4
depict,"	1",4
depicting,"	1",4
deploy,"	4",4
deployed,"	3",4
deploying,"	1",4
deployment,"	2",4
dept,"	1",4
depth,"	1",4
depths,"	2",4
der,"	2",4
derivable,"	1",4
derivation,"	1",4
derivations,"	1",4
derivatives,"	7",4
derived,"	2",4
derives,"	1",4
des,"	5",4
descendants,"	1",4
descended,"	1",4
descent,"	5",4
deschooling,"	1",4
describe,"	12",4
described,"	12",4
describes,"	11",4
describing,"	6",4
description,"	3",4
descriptions,"	2",4
descriptive,"	1",4
deserving,"	1",4
design,"	28",4
designate,"	1",4
designed,"	14",4
designers,"	1",4
designing,"	1",4
desired,"	7",4
destructive,"	2",4
detail,"	1",4
detailed,"	2",4
details,"	3",4
detect,"	1",4
determine,"	4",4
determined,"	1",4
determines,"	1",4
determining,"	4",4
detrimental,"	1",4
develop,"	6",4
developed,"	19",4
developing,"	8",4
development,"	53",4
developmental,"	5",4
developments,"	1",4
develops,"	2",4
device,"	3",4
devices,"	8",4
devise,"	1",4
devised,"	2",4
devoted,"	5",4
dhi,"	1",4
di,"	3",4
dia,"	1",4
diagnose,"	1",4
diagnosis,"	7",4
diagnostic,"	2",4
dialect,"	2",4
dialectometry,"	1",4
diamondpdfs,"	1",4
dictionary,"	3",4
did,"	9",4
die,"	2",4
diet,"	2",4
dietary,"	1",4
differ,"	1",4
difference,"	8",4
differences,"	3",4
different,"	29",4
differentiable,"	3",4
differential,"	7",4
differentiate,"	1",4
differentiated,"	2",4
differentiates,"	1",4
differentiating,"	1",4
differentiation,"	1",4
differing,"	2",4
difficult,"	1",4
difficulty,"	1",4
diffraction,"	1",4
digestive,"	1",4
digital,"	3",4
dimension,"	3",4
dimensional,"	6",4
diminish,"	1",4
direct,"	4",4
directed,"	2",4
directing,"	1",4
directly,"	4",4
director,"	1",4
disaggregate,"	1",4
disagreed,"	1",4
disambiguation,"	1",4
disappear,"	1",4
disappeared,"	1",4
discarded,"	1",4
disciplinary,"	3",4
discipline,"	54",4
disciplined,"	3",4
disciplines,"	17",4
discover,"	2",4
discovered,"	4",4
discoverer,"	2",4
discoveries,"	8",4
discovering,"	1",4
discovermagazine,"	3",4
discovery,"	17",4
discrepancy,"	1",4
discrepant,"	1",4
discrete,"	6",4
discrimination,"	2",4
discuss,"	2",4
discussion,"	1",4
discussions,"	1",4
disease,"	13",4
diseases,"	8",4
disorder,"	2",4
disorders,"	10",4
disparities,"	1",4
displaced,"	1",4
displacements,"	1",4
displacing,"	1",4
display,"	1",4
displayStory,"	1",4
displayed,"	1",4
displaying,"	1",4
disposition,"	1",4
disprove,"	1",4
disproving,"	1",4
disputes,"	1",4
disrupt,"	1",4
dissemination,"	4",4
dissertation,"	1",4
dissociation,"	1",4
distance,"	3",4
distances,"	1",4
distant,"	1",4
distasteful,"	1",4
distinct,"	4",4
distinction,"	3",4
distinctions,"	1",4
distinctive,"	1",4
distinguish,"	2",4
distinguished,"	5",4
distinguishes,"	1",4
distinguishing,"	1",4
distorts,"	1",4
distress,"	3",4
distribute,"	2",4
distributed,"	2",4
distribution,"	28",4
divergent,"	4",4
diverges,"	1",4
diverse,"	4",4
diversification,"	1",4
diversity,"	1",4
dives,"	1",4
divided,"	6",4
divisions,"	3",4
djvu,"	1",4
do,"	13",4
doc,"	2",4
docId,"	1",4
docscience,"	6",4
docta,"	1",4
doctoral,"	1",4
doctors,"	2",4
doctrine,"	1",4
document,"	1",4
documents,"	4",4
does,"	9",4
doesnt,"	2",4
dogma,"	1",4
doi,"	35",4
doing,"	2",4
dollar,"	2",4
dolphins,"	1",4
domain,"	2",4
domains,"	2",4
domestic,"	3",4
dominance,"	1",4
dominant,"	2",4
dominate,"	2",4
dominated,"	2",4
dominates,"	1",4
done,"	6",4
doses,"	1",4
double,"	1",4
doubt,"	7",4
doubtless,"	1",4
doubts,"	2",4
down,"	1",4
doxycycline,"	1",4
dpprofiling,"	1",4
dq,"	8",4
dramatic,"	1",4
dramatically,"	1",4
draw,"	1",4
drawn,"	1",4
draws,"	4",4
driven,"	1",4
driver,"	2",4
drug,"	5",4
drugs,"	5",4
due,"	5",4
durations,"	1",4
during,"	21",4
duties,"	2",4
dv1,"	3",4
dynamic,"	7",4
dynamical,"	5",4
dynamics,"	11",4
dynamos,"	1",4
dysfunction,"	3",4
e,"	28",4
e7pc,"	1",4
eGyanKosh,"	1",4
each,"	15",4
earlier,"	5",4
early,"	17",4
earned,"	2",4
earning,"	1",4
earth,"	4",4
earthquake,"	2",4
earthquakes,"	2",4
earthweb,"	1",4
easily,"	2",4
eat,"	1",4
ecological,"	5",4
ecology,"	10",4
economic,"	44",4
economics,"	62",4
economies,"	6",4
economist,"	3",4
economists,"	2",4
economy,"	13",4
ecosystems,"	10",4
ecotoxicology,"	1",4
ed,"	7",4
edema,"	1",4
edge,"	6",4
edible,"	2",4
edit,"	1",4
edition,"	16",4
editor,"	7",4
editor1,"	2",4
editor2,"	2",4
editore,"	1",4
editorials,"	2",4
edn,"	3",4
eds,"	5",4
edu,"	52",4
education,"	21",4
educational,"	13",4
educator,"	1",4
educators,"	2",4
effect,"	14",4
effecting,"	1",4
effective,"	7",4
effectively,"	4",4
effectiveness,"	3",4
effects,"	19",4
efficacy,"	2",4
efficiency,"	3",4
efficient,"	1",4
efficiently,"	6",4
effort,"	3",4
efforts,"	1",4
eggs,"	1",4
egyankosh,"	1",4
ehp,"	1",4
ei,"	2",4
eight,"	1",4
eighteenth,"	1",4
eighty,"	1",4
einstein,"	1",4
either,"	12",4
elaborated,"	1",4
elastic,"	2",4
election,"	1",4
elections,"	1",4
electric,"	4",4
electrical,"	3",4
electrically,"	1",4
electricity,"	2",4
electro,"	2",4
electrode,"	1",4
electrolyte,"	2",4
electromagnetic,"	2",4
electromagnetism,"	2",4
electron,"	2",4
electronic,"	1",4
electronics,"	2",4
electrons,"	1",4
element,"	3",4
elemental,"	1",4
elements,"	15",4
eliminate,"	2",4
elimination,"	2",4
elliptic,"	1",4
else,"	1",4
elsewhere,"	4",4
elucidating,"	2",4
elusive,"	1",4
embeddings,"	1",4
embodies,"	1",4
embor,"	1",4
embracing,"	2",4
embryo,"	1",4
embryology,"	1",4
emerge,"	1",4
emerged,"	3",4
emergence,"	1",4
emergency,"	1",4
emergent,"	1",4
emerging,"	4",4
emotion,"	1",4
emotional,"	6",4
emotionally,"	1",4
empathic,"	1",4
empathize,"	1",4
empathy,"	1",4
emphasis,"	12",4
emphasized,"	3",4
emphasizes,"	2",4
emphasizing,"	2",4
empire,"	2",4
empirical,"	22",4
empiricism,"	4",4
empiricists,"	1",4
employed,"	2",4
employees,"	2",4
employing,"	2",4
employment,"	2",4
employs,"	3",4
emulates,"	1",4
en,"	9",4
enable,"	1",4
enabled,"	1",4
enabler,"	1",4
enables,"	2",4
enabling,"	1",4
enactment,"	1",4
enclosed,"	1",4
encompasses,"	8",4
encompassing,"	2",4
encouraging,"	1",4
encyclopedia,"	1",4
encyclopedists,"	1",4
end,"	13",4
endeavors,"	1",4
ended,"	1",4
ending,"	1",4
endowed,"	1",4
enemy,"	1",4
energeia,"	1",4
energy,"	8",4
enforced,"	1",4
enforcement,"	2",4
engage,"	1",4
engaged,"	2",4
engagement,"	1",4
engages,"	1",4
engineer,"	4",4
engineering,"	95",4
engineerings,"	1",4
engineers,"	2",4
engr,"	1",4
enhance,"	2",4
enjoy,"	1",4
enlightened,"	1",4
enlisted,"	1",4
enormous,"	1",4
enough,"	1",4
enrichment,"	1",4
ensure,"	1",4
ensures,"	1",4
ensuring,"	1",4
entailed,"	1",4
entangled,"	1",4
entanglement,"	1",4
enterprise,"	3",4
entertaining,"	1",4
entertainment,"	1",4
entheogens,"	1",4
entire,"	5",4
entirely,"	1",4
entirety,"	1",4
entities,"	7",4
entity,"	2",4
entomology,"	2",4
entrepreneur,"	1",4
entrepreneurship,"	1",4
entries,"	3",4
entry,"	2",4
environment,"	29",4
environmental,"	20",4
environmentally,"	1",4
environments,"	7",4
epidemiologic,"	1",4
epidemiology,"	2",4
epistem,"	1",4
episteme,"	1",4
epistemological,"	1",4
epistemology,"	5",4
epitome,"	1",4
eponymous,"	1",4
epp,"	1",4
equal,"	4",4
equation,"	5",4
equations,"	8",4
equilibrium,"	4",4
equipment,"	4",4
equipped,"	2",4
equity,"	3",4
equivalent,"	2",4
era,"	7",4
eradication,"	1",4
ergonomics,"	1",4
erotic,"	1",4
error,"	1",4
errors,"	3",4
es,"	1",4
esd,"	1",4
esof,"	2",4
espace,"	1",4
especially,"	23",4
ess,"	1",4
essay,"	4",4
essays,"	1",4
essence,"	1",4
essential,"	4",4
essentially,"	1",4
est,"	1",4
establish,"	4",4
established,"	6",4
establishes,"	1",4
establishing,"	4",4
establishment,"	3",4
estate,"	2",4
estimate,"	1",4
estimates,"	2",4
estimating,"	1",4
et,"	6",4
etc,"	8",4
etext,"	1",4
ethical,"	2",4
ethics,"	2",4
ethnic,"	2",4
ethnologists,"	1",4
ethnology,"	1",4
etymonline,"	1",4
euml,"	1",4
eurekalert,"	2",4
euroscience,"	3",4
evaluate,"	2",4
evaluated,"	2",4
evaluating,"	1",4
evaluation,"	3",4
even,"	15",4
event,"	7",4
events,"	14",4
eventually,"	3",4
ever,"	5",4
every,"	3",4
everyday,"	1",4
everything,"	4",4
evidence,"	13",4
evil,"	2",4
evolution,"	20",4
evolutionary,"	10",4
evolve,"	2",4
evolved,"	4",4
evolving,"	3",4
evosite,"	1",4
exact,"	4",4
exactly,"	1",4
examinations,"	1",4
examine,"	7",4
examines,"	7",4
examining,"	1",4
example,"	25",4
examples,"	4",4
exceeds,"	1",4
except,"	2",4
exception,"	2",4
exceptions,"	3",4
exchange,"	1",4
exchanged,"	2",4
excludes,"	1",4
excluding,"	3",4
exclusion,"	1",4
exclusive,"	2",4
exclusively,"	1",4
